name,description,category
Encontros Possíveis - Valéria & Paulinho,"O Show<br>Neste encontro a Bossa Nova de Paulinho Parada encontra a música de Protagonismo de Valéria. Dois caminhos bastante diferentes, trilhados com as suas vivências específicas, mas com algo em comum: a redenção pela música.<br>Mais que um encontro (ou muitos encontros vida a fora), a música tem proporcionado a estes dois grandes artistas o “estar vivo hoje” para que, juntos, celebrem essa alegria que é estar num palco para levar a sua mensagem.<br>Valéria, mulher, trans, pobre, negra - quatro ingredientes poderosos para se criar uma bomba fantástica capaz de destruir a própria vida e a de quem a cercasse em questão de poucos anos.<br>Paulinho, músico já na adolescência, aos 14 anos já frequentava os meios marginalizados em uma época em que o acesso à informação não era o mesmo de agora e o consumo de drogas, principalmente o álcool, era ainda menos “combatido”.<br>A música chegou para ambos como um suporte, um sonho e a meta de fazer acontecer. E deu certo, ela já está por aí ecoando em nossos ouvidos na voz de ambos!<br>Este show é para celebrar não só este encontro, mas todos os encontros que estes dois talentos já tiveram nessa caminhada musical. E para, mais uma vez, trazer para o público um encontro de estilos que só a música consegue fazer dar certo.<br>Tanto Valéria, como Paulinho, interpretarão canções autorais e outras que marcaram as suas trajetórias. Paulinho apresentará algumas canções do seu recém lançado “Onde Dorme o Sol”, além de canções de mestres que o inspirou, como Vinícius de Moraes, Lupicínio Rodrigues, Pixinguinha, etc. Valéria nos trará as canções que já estão em estúdio e, igualmente, as canções que a inspiram e que transitam pelo seu universo, como Whitney Houston, Elis Regina, Simone Mazzer, Ekena, etc.<br>Sobre Valéria<br>Nascida em Santo Ângelo e desde cedo ligada à música, começou a cantar profissionalmente (na Banda Balança Brasil) aos 13 anos. Radicou-se em Porto Alegre em 2000 e de lá pra cá tem tido o seu talento reconhecido com prêmios (venceu o Festival da Canção Francesa em 2012) e participações em shows importantes no país, como Zaz, Johnny Hooker e a abertura da turnê no Brasil da Witness – The Tour, de Katy Perry. Recentemente gravou a sua participação na nova temporada do programa Amor & Sexo, da Rede Globo, com Fernanda Lima.<br>A cantora, que antes assinava como Valéria Houston, passou a adotar o nome artístico de somente Valéria, para acompanhar as mudanças da nova fase de sua carreira, que assume espaços maiores no Brasil e também no exterior, tendo ela já se apresentado na França e, com frequencia, em Montevidéu.<br>A artista traz consigo o orgulho do passado e o olhar atento e focado nos próximos passos. Ela acaba de lançar o single Esmalte Velho, já disponível nas plataformas digitais, uma canção animada, solar, tropical que é a cara do nosso país, na onda do melhor carimbó, vinda lá do Piauí pelas mãos de Patrícia Mellodi e Alexandre Rabello, composta por uma trans piauiense, Benício Bem. Sim, negra, trans, gaúcha, cantando carimbó, pois em tempos de segregação o que Valéria e sua equipe mais querem é unir todos em uma única voz – a do emponderamento e do amor!<br>Participante ativa dos movimentos LGBTI+, leva com a sua arte a mensagem em defesa dos direitos humanos e de igualdade de gênero por onde quer que passe!<br>Seu EP de estreia Sexo Frágil?, que já está em pré-produção, contará com canções autorais assinadas por ela e também por Cláudio Lins, Paulo Renato Nardelli & Marcelo Varzea e Paulinho Mendonça (letrista da banda secos e molhados) e outros grandes compositores. E como sempre podemos esperar mais, haverá parcerias em diversas músicas com cantores que já vem se apresentando pelo Brasil com ela, como Filipe Catto, Lan Lahn, Cláudio Lins e outras boas surpresas.<br>Sobre Paulinho Parada<br>Nascido em 1989 na cidade de Porto Alegre, o cantor e compositor Paulinho Parada é formado em Música, com habilitação em composições, pela Universidade Federal do Rio Grande do Sul e com Mestrado em Etnomusicologia, pela mesma Universidade. Começou a sua formação musical estudando piano aos nove anos de idade, quando compôs sua primeira canção popular. Suas principais referências musicais são Lupicínio Rodrigues, Chico Buarque, Astor Piazzolla, Vinícius de Moraes e Cartola, dentre outros.<br>Em dezembro de 2007, acompanhado por Plauto Cruz, Mário Barros e Agomar Martins, lança o CD “Minhas Águas”, o seu disco de estreia, onde direciona seu trabalho para a Música Popular Brasileira. Grava, além de composições próprias, compositores como Tom, Vinicius e Cartola. Já passou e continua se apresentando nos principais centros culturais, teatros e casas noturnas de Porto Alegre, Rio de Janeiro e São Paulo.<br>No ano de 2013, com apoio de leis de incentivo a cultura, lança seu segundo disco intitulado “Paulinho Parada, Expressão de Compositor”, ao lado de Elias Barboza, Thaís Nascimento, Maicon Paquetá e diversos outros músicos.<br> <br>Considerado por seus professores de composição, Antônio Borges Cunha e Celso Loureiro Chaves, como sendo um “cancioneiro”, Paulinho Parada procura expressar em suas canções autorais o diálogo da música brasileira com a cultura latino americana, nos ritmos de samba, choro, bossa, milonga e outros. Suas canções dialogam com a cultura local de Porto Alegre, retratando o cotidiano da capital gaúcha e procuram apresentar, através da sonoridade e letras, a música feita nas ruas, nos bares, nas escolas e universidades da cidade, uma vez que Parada é múltiplo em seus fazeres musicais, atuando como músico prático (cantor, violonista e pianista), compositor, pesquisador e professor.<br>Em 2018 apresentou seu trabalho no Conservatório Central de Música em Pequim, na China e lança seu terceiro álbum, Onde Dorme o Sol, considerando este o seu maior e melhor trabalho artístico-musical até o momento, com produção de Léo Monassa.<br>Na percussão Mestra Alexsandra Amaral. Mestra Alexsandra se destaca por seu trabalho como a primeira e única,mestra de bateria do Brasil.Também coordena uma banda de percussão com alunos da APAE de Porto Alegre.Ela que tem seu trabalho reconhecido no Brsil e exterior,já esteve em ALondres ministrando um workshop de percussão,e se prepara para voltar a terras estrangeiras no próximo ano.<br>SERVIÇO:<br>Show Musical: ENCONTROS POSSÍVEIS – Valéria & Paulinho<br>Duração: 90 minutos<br>Local: Livraria Cultura (Auditório Eva Hertz) – Shopping Bourbon Country<br>Endereço: Av. Túlio de Rose, 100 - Passo d'Areia, Porto Alegre - RS, 91340-110<br>Dia: 17/01 – 20h<br>Ingressos:<br>R$ 15,00 - Meia entrada legais mediante comprovação<br>R$ 20,00 – Promo Antecipados - preço único<br>R$ 30,00 – No dia<br>Vendas: Livraria Cultura<br>Ingresso Rápido (on line): ",Music
Noite das Cartas na Cósmica,"Que tal começar o ano olhando pra dentro? O Sol em Capricórnio é um convite ao trabalho, foco e objetivos. Uma forma de equilibrar essa energia e potencializar as nossas ações é se conectar mais com a própria sensibilidade através das cartas! Reserva essa terça para uma consulta! ♥<br>♦ CONSULTA ♦ <br>Os atendimentos custam R$35, têm duração aproximada de 30 minutos e são limitados! Chega cedinho e retira sua ficha na entrada! A consulta será paga somente por quem se interessar, o bar estará funcionando normalmente, com entrada gratuita ;)<br>Fernanda Razi também é sacerdotisa do Teia da Lua no caminho da antiga religião, atua com alinhamento e limpeza energética, alinhamento corpóreo através da dança como terapia, leitura de oráculos, tarot, cartas Ciganas e tasseomancia (leitura da borra do café) e runas.<br>♦ SERVIÇO ♦<br>O que: Noite das Cartas na Cósmica! <br>Quando: todas as terças, 19h<br>Onde: Lopo Gonçalves, 378<br>Quanto: R$35 a consulta, em DINHEIRO<br>*Consultas limitadas, chega cedinho!<br>*Ambiente restrito a maiores de 18 anos.",
As Virgínias - Clube de Leitura,"As Virgínias é um clube de leitura que nasceu dentro da Livraria Cultura do Bourbon Country. <br>Foi batizado assim em homenagem ao primeiro livro lido pelo grupo, ""Ao Farol"", de Virgínia Woolf.<br>Em seu segundo encontro, que acontece dia 05 de fevereiro, o clube fará um bate-papo sobre o universo ímpar, potente e rock'n'roll de Rita Lee, contado por ela mesma no livro Rita Lee - Uma Autobiografia. <br>A participação é livre e gratuita. <br>É possível adquirir o livro na Livraria Cultura do Bourbon Country ou pelos sites <br> e ",
Introdução ao Pensamento de Lacan,"Coordenação: Antonio Francisco Maineri Brum – Médico, Psicanalista, Docente do ITIPOA. Profissional Convidada: Laura  Ward da Rosa – Médica, Psicanalista, Membro Titular Didata da SBPdePA.<br>Objetivos:  Abordar alguns conceitos fundamentais de Jacques Lacan.<br>Público Alvo: Estudantes e  profissionais de Psicologia, Medicina e demais áreas das ciências humanas.<br>Duração: 2  encontros<br>Datas e Horário: 23 e 30/01/2019<br>Quartas-feiras<br>Das 11h às 12h15<br>Carga Horária: 2h30<br>Valores:<br>Estudante da Graduação – R$ 60,00<br>Sócio do ITIPOA – R$ 80,00<br>Profissional – R$ 100,00<br>*Inscrições até 16/01/2019, no ITIPOA, desconto de 5%<br>Programa:<br>O sujeito e o outro: A Formação do Vínculo<br>A linguagem- O significante e o significado<br>O real, o imaginário e o simbólico.",Health
Friday On Tap | Chopp e Fritas na promo,"THANK GOD IS FRYDAY!  🍟🍻<br>Do trampo, direto pro happy no Red.<br>_ fritas a $20<br>_ a cada semana, um chope diferente na promoção<br>11/01: IPA - $16<br>18/01: APA - $14<br>25/01: ambar - $16 <br>Entrada Free!<br>🍻<br>+ infos <br>🔸 horário de funcionamento<br>_ 19h abertura <br>_ 0h30 saideira da cozinha <br>_ 1h30 saideira do bar / encerra porta <br>_ 2h20 encerramento<br>🔸 funcionamento dos jogos<br>_ arcades e air hockey no mezanino<br>_ free! as fichas ficam em cima dos toneis<br>_ atenção ao tipo de ficha diferente pra cada jogo<br>🔸 aniversáriantes<br>_ ganham um drink! Só apresentar a identidade.<br>🔸 reservas no inbox do facebook.",Drinks
Curso da Casa dos Cata-Ventos,"INSCRIÇÕES PRORROGADAS ATÉ 11/01/2019<br>Curso da Casa dos Cata-Ventos <br>INFÂNCIA E ADOLESCÊNCIA: INTERVENÇÕES PSICANALÍTICAS EM CONTEXTOS DE VULNERABILIDADES<br>Desde sua fundação, a Casa dos Cata-Ventos sustenta a aposta de que a escuta psicanalítica precisa estar na cidade, Há sete anos estamos na Vila São Pedro, em Porto Alegre, intervindo, em contextos de violência e privação de direitos, através de dispositivos clínico-políticos e de formação. Propomos neste curso compartilhar nossa experiência e construções teóricas com profissionais da rede intersetorial.   <br>- Sextas-feiras 9h ao 12h e 13h30 às 16h30<br>- Profissionais da saúde, educação, assistência social e áreas afins<br>- Matrícula + 4 parcelas de R$ 250,00<br>Inscrições na secretaria da APPOA  prorrogadas até 11/01/2019<br>Para realização da inscrição é necessário: cópia simples do certificado de graduação acadêmica, 1 foto 3x4 e carta de motivação<br>Informações: appoa@appoa.com.br<br>VAGAS LIMITADAS<br>PROGRAMAÇÃO<br>29/03 A Casa dos Cata-Ventos: uma estratégia clínica e política de intervenção na infância e adolescência<br>12/04 Violência e trauma<br>26/04 A infância, o brincar e a fantasia<br>10/05 A contação de histórias na clínica<br>24/05 A transferência em contextos de vulnerabilidades<br>07/06 Puberdade e adolescer<br>14/06 Clinicar com o corpo<br>28/06 Psicanálise e racismo<br>12/07 A dimensão coletiva do trabalho<br>26/07 A construção do caso clínico",
"Pense, Zander e Garage Fuzz Em Porto Alegre","Audiocore Produtora traz a Porto Alegre!<br> , <br> e <br> 3 bandas que influenciam e marcam gerações no Hardcore Brasileiro.<br>E como bandas convidadas: <br> e <br>O Show rola no pub Anexo 231 - Rua Álvaro Chaves n° 231- bairro floresta - Porto Alegre.<br>Ingressos a venda no link:<br>E nos pontos físicos:<br> - Canoas shopping<br> - Sapucaia do sul<br>1° lote promocional (1Kg de alimento) e meia entrada: R$ 50,00<br>2° lote promocional (1kg de alimento) e meia entrada R$ 70,00<br>3° lote promocional (1kh de alimento) e meia entrada R$ 80,00",Music
Aula Aberta - Saúde Mental,"CLIQUE NO LINK PARA INFORMAÇÕES E INSCRIÇÕES<br>Janeiro Branco <br>Aula Aberta - Saúde Mental<br>Palestrantes: Leonardo Abraão | Valéria Ribeiro<br>Dia 29/01/2019 às 20h<br>Na sede da CVBRS (Av. Independência, 993)<br>EVENTO GRATUITO",Wellness
Saúde Mental na Infância e Adolescência para não Psicólogos,"O Grupo de Pesquisa Neurociência Afetiva e Transgeracionalidade (GNAT) convida profissionais para o curso de extensão ""Saúde Mental na Infância e Adolescência para não Psicólogos"".<br>O curso visa capacitar profissionais das áreas da saúde e educação sobre saúde mental na infância e adolescência, abordando formas de intervenção, e encaminhamentos necessários frente a identificação de situações psicopatológicas dentro das etapas desenvolvimentais.<br>Datas e horários:<br>10/01/19 e 11/01/19<br>08h50 às 11h30, e 14h00 às 17h00.<br>As inscrições podem ser realizadas através do link a seguir:",Health
Curso Intervenção nos Transtornos do Espectro do Autismo & Modelo TEACCH,"O curso de formação visa ao ensinamento das principais estratégias do Modelo TEACCH® (tratamento e educação para crianças com autismo ou transtornos correlatos da comunicação) a profissionais de diversas áreas que atuam no campo dos Transtornos do Espectro do Autismo. Para isto contamos com um corpo de docentes multidisciplinar e com larga experiência na área. Ademais em todos os módulos há prática após a aula teórica o que agrega maior aprendizagem. A coordenadora é a única na América do Sul com a certificação ADVANCED CONSULTANT (consultora avançada) na Universidade da Carolina do Norte, o que confere ao nosso curso a fidedignidade dos conteúdos à Division TEACCH® dos EUA.<br>Serão cinco módulos:<br>MÓDULO I - Base epistemológicas do modelo TEACCH® e intervenção na família. - 22 - 23 de março (sexta das 18h às 22h e sábado das 09h às 17h)<br>Com Prof.ª Dra. Cassandra Borges, Doutora em Ciências médicas - RS.<br>MÓDULO II - Comunicação e linguagem - 5 e 6 de abril (sexta das 18h às 22h e sábado das 09h às 17h)<br>Com Prof.ª Viviane Lhul, Fonoaudióloga, RS<br>MÓDULO III - Avaliação informal, técnicas de observação de comportamento e delineamento de intervenção psicoeducacional de acordo com os princípios do modelo TEACCH®. - 17 e 18 de maio (sexta das 18h às 22h e sábado das 09h às 17h)<br>Com Prof.ª Dra. Viviane de Leon, Terapeuta Ocupacional, Psicopedagoga – RS<br>MÓDULO IV - Autismo na vida adulta & Construção de atividades estruturadas. - 28 e 29 de junho (sexta das 18h às 22h e sábado das 09h às 17h)<br>Prof.ª Claudia Moraes, Pedagoga, mãe de um jovem autista, RJ.<br>MÓDULO V - Casos clínicos & Comunicação alternativa de acordo com os princípios do modelo TEACCH®. - 12 e 13 de julho (sexta das 18h às 22h e sábado das 09h às 17h)<br>Com Prof.ª Dra. Viviane de Leon, Terapeuta Ocupacional, Psicopedagoga, RS.<br>____________________________________________<br>Certificado de curso de extensão com 120 horas/aula.<br>____________________________________________<br>SOBRE A COORDENADORA DO CURSO<br>Prof.ª Dra. Viviane de Leon<br>É terapeuta ocupacional e psicopedagoga, com treinamento no método TEACCH® realizado na Universidade da Carolina do Norte, mestre e doutora em Psicologia do Desenvolvimento pela Universidade Federal do Rio Grande do Sul em colaboração com a Universidade de Toulouse. Desenvolve atendimento clínico desde 1989, com experiência em várias cidades do Brasil e na Suíça, tendo participado de cursos de especialização na área e congressos como docente convidada. É também autora do livro “Práticas baseadas em experiência para a aplicação do TEACCH® nos transtornos do espectro do Autismo” e participação no livro “Autismo, educação e transdisciplinaridade”.<br>Local: Easy Office Poa<br>Av Carlos Gomes, 1610, sala 604, Três Figueiras, Porto Alegre, RS<br>Material e Coffee Break incluso.<br>Inscrições através do eventos@easyofficepoa.com ou (51) 99783 9800<br>Parcelamento à vista, no cartão de crédito ou boleto. <br>Mais informações: (51) 3083 9800<br>Realização<br>Easy Office Poa",
Workshop: Instrumentos e técnicas de atendimento infantil,"LINK DA INSCRIÇÃO: <br>Data: 30/03/2019<br>Horário: 9h às 12h<br>Local:  Local: Auditório do AG - Corporate & Office,  Rua Anita Garibaldi, 1143, Porto Alegre/RS<br>Investimento Via depósito<br>Estudantes $60,00<br>Profissionais $80<br>Dados Bancários:<br>Banrisul <br>Agência 0213<br>Conta Corrente 352121030-6<br>Daniela Mulinari Machado Kuhn <br>CPF 735199010-72<br>**ATENÇÃO**<br>A INSCRIÇÃO SOMENTE SERA CONFIRMADA APÓS O ENVIO DA  FOTO DO COMPROVANTE PARA O WHATSAPP (51) 992911371.<br>Tópicos:<br>- Anamnese <br>- Psicoeducação<br>- Identificação do Problema<br>- Trabalhando com as emoções<br>- Técnicas de Relaxamento<br>- Intervenção na rotina <br>Facilitadora: Monique Lauermann, Psicóloga.<br>● Especialista em Terapia Cognitivo Comportamental pelo INTCC<br>● Formação em andamento em Terapia dos Esquemas pela Wainer Psicologia Cognitiva<br>● Aperfeiçoamento em Terapia Cognitivo Comportamental pela WP <br>● Sócia-Diretora do Espaço Inspirar POA<br>● Professora de Pós-Graduação em nível de Formação e Especialização em TCC e Infância e Adolescência em diversos estados do Brasil.",Health
30º Semana de Enfermagem,"De 15 a 17 de maio, o HCPA e a Escola de Enfermagem da UFRGS realizam a 30º Semana de Enfermagem. O evento contará com palestrantes nacionais e internacionais, abordando temas como manejo da dor, avanços no tratamento de lesões de pele, gestão de cuidados, ética e inovação tecnológica, entre outros. Além disso, os participantes podem inscrever trabalhos até 28 de fevereiro. A programação terá transmissão simultânea. As vagas são limitadas. <br>Normas para inscrição de trabalhos: <br> <br>Inscrições de trabalhos: <br>As inscrições estão disponíveis em: <br>.  Mais informações podem ser obtidas pelo telefone (51) 3359.8090 ou pelo e-mail eventos@hcpa.edu.br.",Health
Curso Psicologia Criminal,"Objetivos<br>O curso tem como objetivo capacitar estudantes e profissionais da área  quanto aos achados científicos atuais sobre psicopatia, comportamento antissocial e suas implicações nos comportamentos agressivos e criminais. O curso abordará o que a ciência já sabe sobre a origem desses traços e também as formas mais eficazes de avaliá-los. Será apresentado um breve histórico e conceitos de psicopatia e comportamento antissocial;  Diferenças entre psicopatia e transtornos da personalidade antissocial; Etiologia, correlatos neurobiológicos e associação com comportamentos agressivos e a Avaliação de Agressores. <br>Ministrante<br>Dra. Roberta Salvador<br>Psicóloga, Mestre e Doutora em Psicologia, com ênfase em Cognição Humana pela PUCRS, e com doutorado sanduíche na Brown University (USA). Tem especialização em Terapia Cognitivo-Comportamental e é professora do curso de Psicologia da UFPEL. Começou a participar de pesquisas na área de Psicologia Criminal ainda na graduação, participando de entrevistas para avaliação de psicopatia no contexto prisional, e vem se dedicando a essa área desde então. Possui ampla experiência em avaliação psicológica e tratamento de casos com comportamentos antissociais e traços psicopáticos. <br>Público-alvo<br>Estudantes e profissionais de Psicologia, Psiquiatria, Direito, Segurança Pública e Judiciário. <br>Investimento<br>R$ 300,00 (Profissionais)<br>R$ 270,00 (Estudantes de pós-graduação)<br>R$ 240,00 (Estudantes de graduação) <br>* Inscrições até 22.03 possuem 5% de desconto <br>** À vista (depósito/transferência bancária) com 5% de desconto<br>Data do Curso<br>23.03.2019 | Sábado das 08h30 às 17h30 <br>Carga horária total<br>8 horas<br>Matrículas<br>Abertas | Inscrições até 15.03.2019<br>Inscrições antecipadas até 22.02.2019 (5% de desconto)<br>Local<br>Av. Independência, 925 - Independência<br>Porto Alegre - RS",
TCC na Infância e Adolescência da ELO,Curso de Especialização (550h/a) ou Formação (220h/a) em Terapia Cognitivo-Comportamental na Infância e Adolescência. Inicia em março de 2019 com aulas uma vez ao mês com duração de dois anos em Porto Alegre. Mais informações  no site ,
7º Curso de Formação em Psicologia Hospitalar,"7º Curso de Formação em Psicologia Hospitalar<br>Público Alvo<br>Psicólogos e Estudantes de Psicologia<br>Objetivo<br>Capacitar os psicólogos e estudantes de psicologia a ampliar seus conhecimentos teórico-prático em aspectos importantes do contexto hospitalar. Entre eles a avaliação psicológica do paciente e a família, a fim de se propor a melhor intervenção possível.<br>Conteúdo e Datas do Curso<br>Abril – Módulo I – 06/04/2019<br>o Psicologia hospitalar: histórico e conceitos<br>o Psicologia hospitalar x Psicologia da Saúde<br>o O Psicólogo na equipe multiprofissional<br>o Avaliação psicológica no Hospital Geral<br>o Aspectos éticos da avaliação psicológica no ambiente hospitalar<br>o Registro em prontuário<br>Maio– Módulo II – A psicologia nas especialidades médicas  – 11/05/2019 <br>o Gestação e puerpério/ gestação de risco e prematuridade<br>o Atendimento psicológico durante o pré-natal e centro obstétrico<br>o Acompanhamento de familiares em UTI neonatal<br>o Escala Bayley, uso e aplicação<br>Junho – Módulo III  – 08/06/2019<br>o Atendimento psicológico na pediatria<br>o Recursos lúdicos na internação hospitalar, setting terapêutico hospitalar com crianças e adolescentes.<br>Julho - Módulo IV  – 06/07/2019<br>o Internação adulto (clínica médica e cirúrgica)<br>o Emergência (crise suicida, psicótica e conversiva, óbitos)<br>o Unidade de terapia intensiva adulto (acompanhamento do paciente e familiares)<br>Julho – Módulo V – 03/08/2019<br>o O paciente queimado<br>o Psico-oncologia<br>o Cuidados Paliativos<br>o Transplante de órgãos<br>o Avaliação e Fechamento<br>Horário - Carga Horária<br>das 9h às 16h (40h/aula)<br>Ministrantes<br>Raquel Lacerda Paiani: CRP 07/20546 – Psicóloga – Mestranda em Ciências da Saúde: Cardiologia – IC-FUC (Instituto de Cardiologia Fundação Universitária em Cardiologia. Especialista em Cardiologia – Residência Integrada em Saúde: Cardiologia (ICFUC). Atuação em Consultório Particular e Psicóloga Clínica do Hospital do Câncer Mãe de Deus. Experiência como preceptora da Residência em Cardiologia.<br>Marceli Emer - Psicóloga - Especialista em intensivismo pelo programa de residência multiprofissional em saúde ISCMPA/UFCSPA. Atuação como psicóloga assistencial nas áreas de oncohematologia e hemodiálise do Hospital Moinhos de Vento.<br>Coordenação<br>Regina M. Lopes: CRP 07/10910 - Psicóloga (PUCRS), Doutora e Mestre em Psicologia PUCRS, Especialista em Avaliação Psicológica pela UFRGS, Supervisora e Professora dos cursos de extensão do Núcleo Médico Psicológico, Experiência em avaliação psicológica, neuropsicológica e Jurídica. Credenciada pelo Fórum para realização de avaliações jurídicas. Credenciada pela Polícia Federal para avaliação de Porte de Arma. Ganhadora do Prêmio Top Of Business 2009. Membro do IBAP (Instituto Brasileiro de Avaliação Psicológica). Professora da Universidade de Santa Cruz em cursos de Pós-Graduação em Avaliação Psicológica. Membro do IBNeC-Instituto Brasileiro de Neuropsicologia e Comportamento. Diversas publicações de artigos em Revistas e jornais conceituados. Professional Self Coaching Certified Coach pela ECA - European Coaching Association (Alemanha/ Suiça) GCC - Global Coaching Community (Alemanha) e METAFORUM INTERNATIONAL (Itália/Alemanha).<br>(*) Desconto para estudantes de graduação mediante comprovação de matrícula.<br>Formas de Pagamento<br>Efetuar Pagamento Total ou Parcial (30%), para EFETIVAR sua inscrição.<br>1.Depósito Bancário<br>Dados Bancários Banrisul<br>Núcleo Médico Psicológico<br>Agência: 0042 conta: 068544080-7<br>cnpj: 059923460001-37<br>ou<br>2. Cartão<br>Parcelamento nos cartões os cartões de crédito e débito: Banricompras, Dinners, Hipercard, Visa e Mastercard em até 5x SEM JUROS (parcela mínima R$ 70,00).<br>LIGAR PARA FAZER INSCRIÇÃO ON-LINE OU PELO SITE<br>Diferenciais:<br>NÃO COBRAMOS TAXA DE MATRÍCULA<br>FORNECEMOS APOSTILA DOS CURSOS<br>FORNECEMOS CERTIFICADO<br>ENFOQUE PRÁTICO NOS CURSOS MINISTRADOS<br>PROFESSORES QUALIFICADOS E ESPECIALIZADOS<br>AMBIENTE CLIMATIZADO<br>LOCALIZAÇÃO PRIVILEGIADA JUNTO AO SHOPPING LINDÓIA<br>TURMAS COM NÚMERO REDUZIDO DE ALUNOS<br>OBSERVAÇÕES IMPORTANTES:<br>Para efetivar sua inscrição deverá ser realizado um depósito de no mínimo 30% do valor do curso, em caso de não comparecimento no curso, este valor não será restituído. Em caso de desistência por parte do aluno as aulas assistidas não serão restituídas e a Núcleo Médico Psicológico compromete-se a devolver 70% do valor pago, referente ao restante do curso.<br>Caso não tenha o mínimo de alunos inscritos para a realização do curso, reservamo-nos o direito de efetuar o cancelamento do curso. Neste caso, entraremos em contato com os inscritos no prazo de até 24h antes do início para comunicar o cancelamento e obter informações para devolução de seu investimento. O Certificado será entregue no dia do curso, somente para alunos que tiverem no mínimo 75% de frequência.<br>Informações<br>(51) 3350-5033 / 3350-5042 / 99964-4919 (WhatsApp)",Health
3ª Formação em Recrutamento e Seleção- 4 Módulos,"           3ª Formação em Recrutamento e Seleção- 4 MÓDULOS<br>Público Alvo<br>Psicólogos e Estudantes de Psicologia, administradores, pedagogos, recrutadores, gestores e profissionais que atuam diretamente na seleção de pessoas e profissionais ou estudantes que tenham interesse em trabalhar na área<br>Conteúdo<br>Introdução a Gestão de Pessoas<br>Recrutamento e Seleção<br>Entrevista de Seleção<br>Entrevista de Competências<br>Dinâmicas de Grupo <br>Testes utilizados na área de RH<br>Ferramentas para Recrutamento e Seleção<br>Mídias Sociais<br>Data do Curso<br>4 sextas-feiras<br>12-04-2019 - Módulo I<br>10-05-2019 - Módulo II<br>07-06-2019 - Módulo III<br>05-07-2019 - Módulo IV<br>Horário - Carga Horária - 20h - válido como hora complementar nas faculdades<br>13:30 às 18:00<br>Coordenação<br>Roberta F. L. do Nascimento: CRP 07/12399 - Psicóloga- Mestre em Psicologia– PUCRS – Intervenção e Avaliação Psicológica no Ciclo Vital (PUCRS - Colocação: 1º lugar), Consultora Organizacional e de Carreira, Perita Examinadora do Trânsito - DETRAN – N°: 036/04, Professional Self Coaching Certified Coach pela ECA - European Coaching Association (Alemanha/ Suiça) GCC - Global Coaching Community (Alemanha) e METAFORUM INTERNATIONAL (Itália/Alemanha), Supervisora e Professora do Núcleo Médico Psicológico nas Disciplinas de RH e Avaliação Psicológica. Credenciada pela Polícia Federal para avaliação de Porte de Arma. Ganhadora do Prêmio Top Of Business 2009. Habilitada para elaboração de questões de prova aos concursos para cargo de Psicólogo. Atuaç&atil de;o em empresas de grande porte nacionais e multinacionais. Diversas publicações de artigos em Revistas e jornais conceituados (Vide GOOGLE ou outros sites de busca).<br>(*) Desconto para estudantes de graduação mediante comprovação de matrícula.<br>Formas de Pagamento<br>Efetuar Pagamento Total ou Parcial (30%), para EFETIVAR sua inscrição.<br>1.Depósito Bancário<br>Dados Bancários Banrisul<br>Núcleo Médico Psicológico<br>Agência: 0042 conta: 068544080-7<br>cnpj: 059923460001-37<br>ou<br>2. Cartão<br>Parcelamento nos cartões os cartões de crédito e débito: Banricompras, Dinners, Hipercard, Visa e Mastercard em até 6x SEM JUROS (parcela mínima R$ 50,00).<br>LIGAR PARA FAZER INSCRIÇÃO ON-LINE OU PELO SITE<br>Diferenciais:<br>NÃO COBRAMOS TAXA DE MATRÍCULA<br>FORNECEMOS APOSTILA DOS CURSOS<br>FORNECEMOS CERTIFICADO<br>ENFOQUE PRÁTICO NOS CURSOS MINISTRADOS<br>PROFESSORES QUALIFICADOS E ESPECIALIZADOS<br>AMBIENTE CLIMATIZADO<br>LOCALIZAÇÃO PRIVILEGIADA JUNTO AO SHOPPING LINDÓIA<br>TURMAS COM NÚMERO REDUZIDO DE ALUNOS<br>OBSERVAÇÕES IMPORTANTES:<br>Para efetivar sua inscrição deverá ser realizado um depósito de no mínimo 30% do valor do curso, em caso de não comparecimento no curso, este valor não será restituído. Em caso de desistência por parte do aluno as aulas assistidas não serão restituídas e a Núcleo Médico Psicológico compromete-se a devolver 70% do valor pago, referente ao restante do curso.<br>Caso não tenha o mínimo de alunos inscritos para a realização do curso, reservamo-nos o direito de efetuar o cancelamento do curso. Neste caso, entraremos em contato com os inscritos no prazo de até 24h antes do início para comunicar o cancelamento e obter informações para devolução de seu investimento. O Certificado será entregue no dia do curso, somente para alunos que tiverem no mínimo 75% de frequência.<br>Informações<br>(51) 3350-5033 / 3350-5042 / 99964-4919 (WhatsApp)",Health
