name,address,datetimes,place,organizers,description,categories,event_url,label,label_b,label_c,label_d
Função no Divina Comédia,"RUA DA REPÚBLICA 649, 90050-320 Porto Alegre","[""2019-02-28 08:00:00""]",DIVINA COMÉDIA,"[""Função"",""DJ Martinelli"",""Fritzzo"",""Bavaresco"",""BRF""]","Os residentes <br>, <br> e <br> convidam <br> a.k.a. <br> para mais uma <br>, desta vez no <br>!<br>INGRESSOS<br>R$10 ANTECIPADOS ONNI - <br>R$15 ATÉ 22H CONFIRMANDO NO EVENTO (o nome estará na lista)<br>R$20 NA HORA<br>ANIVERSARIANTES de fevereiro são FREE com direito a acompanhante e lista de R$15 a noite toda! >>><br>Mandar nome + acompanhante e lista para festafuncao@gmail.com<br>A Função nasce de um forte desejo de se fazer música. É uma ânsia por dançar e, principalmente por conectar-se com as pessoas através de um fim comum. Quando estamos pela função doamos algo de nós mesmos, nos redescobrimos em processos coletivos e sempre alcançamos um resultado mútuo. Sem se prender a mídias e formatos, a Função é um culto à musica eletrônica underground em diferentes formas, do House ao Techno, do Deep ao Funky, do Minimalista ao Pesado.<br>Se você está disposto, você está pela função! <br>A GENTE SEMPRE DÁ UM JEITO.<br>Valorize o trampo e o corre suado dos artistas, prestigie os movimentos independentes da comunidade eletrônica!<br>Venha com sapatinhos confortáveis pra curtir e dançar bastante!<br>Ilustração por <br>Fernanda Rizzo<br> e design por ","[""Party""]",https://www.facebook.com/events/560795694396186,underground,festa,,
Cosmic 22 de Março - Sexta,null,"[""2019-03-22 11:00:00""]",null,"[""Cosmic""]","22.MARÇO.2019 > 23h > <br>Rua da Conceição, 15 <br>Centro - POA <br>>DJs, preços e demais informações em breve!<br>>>> COSMIC bebe das fontes originais do Techno e do House. Ela expressa a visão musical daqueles DJs que tiveram suas vidas mudadas quando descobriram o som de Detroit. O Cosmos era a fonte de inspiração principal de alguns pioneiros do Techno. Esse imaginário deixou sólidas marcas como as gravadoras Red Planet, Planet E (Carl Craig), Axis. O futurismo impulsionava a criatividade dos inventores do Techno, como Juan Atkins em seus primeiros discos, assinando Model 500 e Cybotron. A emblemática Underground Resistance tem em seu disco “The Final Frontier” uma de suas principais obras. O DJ residente e idealizador da COSMIC, Apoena, lembra de tudo isso e acompanhou as transformações e renovações do underground House/Techno até hoje. Atualização sem esquecer das estéticas originais do House/Techno é a marca principal da festa COSMIC.<<<<br>Classficação --- 18 anos ---","[""Music"",""Techno music"",""House music""]",https://www.facebook.com/events/400025397235588,underground,festa,,
Cine Escadaria III - Viaduto da Borges,"Viaduto Otávio Rocha, 90020-030 Porto Alegre","[""2019-03-10 07:30:00""]",Viaduto Otavio Rocha,"[""LORA"",""JUSTO"",""Armazém Porto Alegre""]","ESTAMOS DE VOLTA!<br>A Escadaria da Borges irá se transformar em #4 grandes cinemas a céu aberto! <br>Em ritmo de festival, a exibição este ano será simultânea e quádrupla!<br>Celebrando o encerramento do Festival Online de Cinema Francês, a LORA realiza mais uma vez a III edição do CineEscadaria, transformando o espaço urbano do centro de Porto Alegre em quatro salas de cinema - ocupando a paisagem com arte, intervenção e imersão para todxs!<br>. Como?<br>.sonzera <br>(playlist das vozes roucas na linguagem abafadinha)<br>.curtíneas <br>(obras impactantes e revigorantes dos frères franceses)<br>.bons papos <br>(pela lei natural dos encontros)<br>.muita vibe boa <br>(natural e abundante)<br>.muita gente boa <br>(do olho no olho e do abraço longo)<br>.uma tela de cada lado <br>(dos dois lados da escadaria)<br>.pôr do sol de tom rompido <br>(para o momento de se amar nosso solo alegre)<br>Para que tudo isso aconteça, ocupando o quadro todo e explorando as dimensões arquitetônicas da nossa cidade, nos movimentamos não soltando a mão de ninguém e não andamos só. <br>Contamos com parceiros de escada que apoiam e acreditam em nosso move e juntos resgatamos o papel do cinema como agente socializador e político.<br>Sendo assim, a curadoria Lora e seus hermanitos de fé apresentam:<br>LADO <br> <br>- 20h - Um Cachorro Azul (2018)<br>- 20h30 - Um homem, meu filho (2017)<br>LADO <br>- 20h - A Fera (2018)<br>- 20h30 - Um homem, meu filho (2017)<br>LADO <br>- 20h - Um Cachorro Azul (2018)<br>- 20h30 - Um homem, meu filho (2017)<br>LADO HOTEL<br>- 20h - A Fera (2018)<br>- 20h30 - Um homem, meu filho (2017)<br>O encontro começa no happy hour de domingo, final da tarde - início da noite e as exibições só rodam quando já estivermos no escurinho do cinema.<br>No flow,  sintam-se a vontade para trazerem suas cadeiras de praia, cangas, tapetes, sofás para se aconchegarem nos degraus do nosso point turístico. <br>QUEM VEM?<br>___________________________________________________________________<br>O evento nasceu em parceria com a uniFrance, que é a Agência Nacional de Cinema da França e promove todo ano o <br>, com acesso a diversos filmes franceses, com legendas em português e direito a votação para premiação.  <br>E a LORA é uma curadoria de cinema independente que seleciona obras do mundo inteiro, que não foram distribuídas no Brasil e apresenta ao público em espaços alternativos de exibição. Estes ambientes variam entre escolas, museus, galerias, empresas e espaços públicos, como é o caso da nossa querida escadaria.<br>___________________________________________________________________<br>Trailers<br>A Fera (2018): <br>Um Cachorro Azul (2018): <br>Um homem, meu filho (2017): ","[""Film"",""French cinema"",""Film screening""]",https://www.facebook.com/events/313565609288915,hipster,cinema,,
Serenata Iluminada na Virada Sustentável,"Avenida João Pessoa, 90040-480 Porto Alegre","[""2019-04-06 06:00:00""]",Redenção - Parque Farroupilha,"[""Serenata Iluminada"",""Virada Sustentável Porto Alegre""]","A Serenata Iluminada é um movimento de pessoas que amam Porto Alegre e querem o melhor para a nossa cidade! Por isso, em abril estaremos mais uma vez juntos com a Virada Sustentável Porto Alegre 2019 para realizar uma edição especial.<br>Teremos muitas atrações nessa noite, com a participação que terá a apresentação de quatro espetáculos - dois de música popular e outros dois de música instrumental, selecionados através do edital de adesões da <br>. Outros seis espetáculos musicais farão parte da programação geral.<br>A Serenata Iluminada surgiu em 2012 e segue muito viva: a ocupação noturna do Parque Farroupilha, a Redenção, em prol de mais cultura, segurança cidadã para que todos possam compartilhar o parque também à noite. <br>Dessa forma, a Serenata Iluminada contribui para a reflexão sobre os temas que norteiam a Virada 2019: redução das desigualdades sociais, educação de qualidade, cidades sustentáveis, colaboratividade, consumo responsável, água potável e saneamento, paz, justiça e instituições eficazes.<br>Traga velas, lanternas, instrumentos musicais e manifestações culturais para fazer um encontro que mistura artes, alegria, expressão e reflexão sobre o BOM USO dos espaços públicos de nossa cidade. Eles são NOSSOS! :) Traga sua LUZ, confirme presença e convide seus amigos, seus filhos, pais, leve o cachorro, a bici, os sorrisos... Enfim, traga muito AMOR e vamos nos divertir COM SABEDORIA.\""<br>Informações básicas para uma boa confraternização em uma Serenata Iluminada para todos:<br>- Cuide do seu lixo, descarte os resíduos no local correto e leve seus recicláveis para casa; <br>- Respeite as diferenças, saiba conviver com a diversidade de ideias; <br>- Compartilhe! Seja alegria, respeito, seja seu amor pela cidade; <br>- Fogo e árvores não combinam. Tenha cuidado com o material que você vai levar para iluminar o parque, não faça fogo, é proibido!<br>A Redenção é de tod@s. Faça a sua parte, COLABORE no cuidado para que ninguém cause danos aos canteiros, plantas, árvores, sinalização, iluminação e outros equipamentos! ","[""Art"",""Kid Friendly""]",https://www.facebook.com/events/373799036764008,praieiro,festa,,
Brechó + Flash Day - Patas Dadas & Santa Madre,"Rua José do Patrocínio, 472, 90050-002 Porto Alegre","[""2019-03-17 01:00:00""]",Santa Madre Tattoo,"[""Patas Dadas""]","O Patas Dadas e a Santa Madre Tattoo se juntam para movimentar o domingo de verão em Porto Alegre, no coração da Cidade Baixa! <br>O brechó do Patas estará com SUPER preços a partir de 2 REAIS!<br>&<br>Os tatuadores do Santa Madre Tattoo irão disponibilizar tatuagens temáticas para os pet lovers ♥ <br>Uma tarde de BRECHÓ, RANGOS MANEIROS, CERVEJA ARTESANAL e muita TATTOO!<br>DOAÇÕES ✪<br>O Patas Dadas estará aceitando doações de roupas, medicamentos, produtos de limpeza e valores para ajudar nossas contas nas veterinárias parceiras. <br>BRECHÓ + FLASH TATTOO ✪<br>E durante todo o dia, nossos artistas te esperam com TATTOOS EXCLUSIVAS, pra TODOS OS GOSTOS com valores especiais pro evento!!<br>Todos os desenhos entre R$90 e R$300. (Parte do valor arrecadado será doado ao PATAS DADAS)<br>✪ REGRAS DO FLASH ✪<br>- As tattoos serão feitas por ordem de chegada<br>- Quem quiser comprar seu desenho e agendar pra outro dia, pode também;<br>- Pagamento em dinheiro, ou cartões (Visa, Master, Banri e Elo)<br>- Maiores de 18 apns<br>- Vc pode trazer o desenho que quer tatuar e a gente conversa. :)<br>✪ ARTISTAS PRESENTES ✪ <br>Alan Soares (@soaresalan)<br>Carlos Prestes (@prestestattoo)<br>Evelyn Hell (@evyhelltattoo)<br>Everton Gafanha (@gafanhaa)<br>Jean Oliveira (@jeantattoo)<br>Miguel Magnus (@magnustattoo_)<br>✪ ✪ ✪<br>Ou seja: uma BAITA tarde de domingo! :)<br>✪ ✪ ✪ <br>Brechó e Flash Day - Patas Dadas + Santa Madre<br>17 de março – das 13 às 20h<br>@ Santa Madre Tattoo (José do Patrocínio, 472 - Cidade Baixa - POA/RS)<br>Nos vemos lá! :)","[""Causes""]",https://www.facebook.com/events/413168566085862,hipster,,,
A Cabana Showcase,"Álvaro de Moraes, 1193, 95780-000 Montenegro, Rio Grande do Sul","[""2019-04-06 03:00:00""]",River Club,"[""A Cabana - RS"",""Piñero""]","Há 5 anos atrás, existiu um lugar mágico. Pertinho de Porto Alegre, A Cabana foi uma espécie de “templo” dedicado exclusivamente ao culto da discotecagem e da dança da música eletrônica. Abria sua cabine, dando espaço a djs de toda parte, dos mais reconhecidos aos totalmente desconhecidos. Um rolê onde se podia chegar na sexta e sair só no domingo à noite, com direito a cochilo em uma das redes do bosque, ou no lounge e sala de vídeo, na casa da árvore. Lar dos amantes da batida 4x4, que no verão também virava clube com piscina com dj num lado do deck, e bar-contêiner no outro. Fogueira pra aquecer as noites de inverno. Atmosfera perfeita para os inúmeros namoros e até casamentos que lá começaram.<br>O lugar físico ficou para trás, no tempo, por circunstâncias da vida. Mas na memória e nos corações, A Cabana segue mais viva que nunca. Por isso, queremos relembrar aqueles momentos inesquecíveis, as tardes e noites de viagens sonoras indescritíveis. Pelas palavras do mago Marc Romboy, logo após sua fantástica apresentação: “Foi fácil! Vocês têm aqui algo realmente mágico. O lugar, as pessoas e a atmosfera… maravilhoso!”. O lugar escolhido para esse grande reencontro muito lembra nossa casa original, e nela se inspirou desde seu nascimento. O River Club, em Montenegro, abre suas portas para receber toda a magia e boa vibração dA Cabana. Um resgate emocional das memórias mais acalentadoras do sítio de Nova Santa Rita.<br>! Serão 12 horas de festa, chegue cedo e aproveite ao máximo cada set.<br>!! Line up com djs locais que se apresentaram nA Cabana e djs convidados que iniciaram carreira após o encerramento das atividades, mas frequentavam o club.<br>!!! Prepara a sola do sapato e o coração \o/<br>>> Em breve todas as infos.","[""Party""]",https://www.facebook.com/events/534112337086416,,,,
Lado B | 16 de março w/ Adnan Sharif e Matt Nowak (Berlin),"Rua Osvaldo Aranha, nº 1354, Centro, 95780-000 Montenegro, Rio Grande do Sul","[""2019-03-16 10:00:00""]",1931 GastroPub,"[""Lado B""]","O ano começou e a Lado B já tem data de retomada as atividades. Dia 16 de março retornamos ao velho casarão de número 1931 na Osvaldo Aranha, local que eternizou varias edições do nosso querido baile. Com um line de tirar o fôlego, nosso rolê retorna com força máxima e com a promessa de uma experiência jamais vista.<br>Duas pistas:<br>Através da necessidade de absorver novas sonoridades iremos propor uma nova e enriquecedora experiência. Além da pista principal teremos uma pista experimental, focada em linhas sonoras fora da curva.<br>Continuação/after:<br>A festa só acaba quando termina. Das 22h às 7h o role acontece no 1931, depois segue para a Casa da Esquina. Acontecendo até as 12h.<br>Line Up:<br>Matt Nowak (Berlin)<br>Adnan Sharif (D-edge)<br>NRIQ (Lado B)<br>Tarik (Levels)<br>Bavaresco (Cosmic)<br>Lucas Matos (Soul)<br>Spilger (Lado B)<br>Jeff Oliv<br>Nociam (Gruu_v)<br>Diogo Bahrens (Turn)<br>Gregori Giacomini (Alta)<br>Ingressos:<br>Lote 1: 15,00 R$<br>Lote 2: 20,00 R$<br>Lote 3: 30,00 R$<br>Na hora: Sujeito a disponibilidade <br>Promoters: <br>Stéphani Panno Santos<br>+55 (51) 99295.7839<br>+55 (51) 98344.0853<br>+55 (51) 98102-2826<br>+55 (51) -98214-3318<br>Matheus Domingos Dos Santos<br> <br>+55 (51) 99342.5406<br>+55 (51) 99786-4202<br>+55 (51) 99315.5533<br> | Harmônia<br>+55 (51) 99898.1710<br>+55 (51) 99953-4229<br>+55 (51) 99679-3602<br>+55 (51) 99822-6502<br>+55 (51) 98044.7812<br>+55 (51) 99536-3174<br> | Porto Alegre<br>+55 (51) 99803.2396<br>+55 (51) 99988.3707<br>+55 (51) 99501.7230<br>Thomas Mielke<br>+55 (51) 99824.5094<br>Patrocinadores:","[""Music""]",https://www.facebook.com/events/234424317503760,,,,
Baile da Laje na Saldanha,"Av. Pe. Cacique 1355, Porto Alegre","[""2019-03-23 06:00:00""]",Banda Saldanha,"[""Clã"",""No Palco"",""Marquise 51"",""Facool"",""Bloco da Laje"",""Rádio Saldanha""]"," Evoé carnavalescxs e gente que caminha de azul e vermelho de amor! ♥<br> <br>O Bloco da Laje está de volta aos palcos deste porto, para tentar deixar a nossa cidade mais alegre dançando e achando-se na multidão!<br> <br>Então se você procura uma louCURA coletiva de música, amor e resistência pra esquentar o coração, te agenda aí: 23 de março tem Baile da Laje na Saldanha ♥ <br> <br>Ingressins via Blueticket <br>e nas Lojas Multisom:<br>PONTOS DE VENDA FÍSICOS<br>PORTO ALEGRE<br>Multisom - Horários de funcionamento: Segunda a Sexta 09:00 às 18:30 / Sábado 09:00 às 18:00	<br>Formas de pagamento: Dinheiro/ Débito/ Crédito (10 x com acréscimo)	<br>Rua das Andradas, 1001<br>Multisom - Bourbon Shopping Ipiranga<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 à 20:00	<br>Formas de pagamento: Dinheiro/ Débito/ Crédito (10 x com acréscimo)	<br>Avenida Ipiranga, 5200, Jardim Botânico<br>Multisom - Praia de Belas Shopping<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Dinheiro/ Débito/ Crédito (10 x com acréscimo)	<br>Avenida Praia de Belas, 1181<br>Multisom - Shopping Iguatemi<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Dinheiro/ Débito/ Crédito (10 x com acréscimo)	<br>Avenida João Wallig, 1800 - Loja 109<br>Multisom Barra Shopping Sul -<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Dinheiro/ Débito/ Crédito (10 x com acréscimo)	<br>Avenida Diário de Notícias, 300 - Lojas 1040 a 10<br>CANOAS<br>Multisom - Canoas Shopping<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Somente Dinheiro	<br>Rua Guilherme Shell, 6750, Loja 69/70<br>CACHOEIRINHA<br>Multisom - Shopping do Vale<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Somente Dinheiro	<br>Av. Gen. Flores da Cunha, 4001<br>NOVO HAMBURGO<br>Multisom - Centro<br>Horários de funcionamento: Segunda a Sexta 9:00 às 19:00 / Sábado 09:00 às 18:00<br>Formas de pagamento: Somente Dinheiro	<br>Av. Pedro Adams Filho, 5325 - Centro, Novo Hamburgo - RS<br>Multisom - Bourbon Shopping<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 ás 20:00	<br>Formas de pagamento: Somente Dinheiro	<br>Avenida Nações Unidas, 2001, 1º Piso, lojas 1002/1<br>SÃO LEOPOLDO<br>Multisom - São Leopoldo Bourbon Shopping<br>Horários de funcionamento: Segunda a Sábado 10:00 às 22:00 / Domingo 14:00 às 20:00	<br>Formas de pagamento: Somente Dinheiro	<br>Rua Primeiro de Março, 821 - Loja 204<br> <br>Para apoiadores permanentes do Bloco tem aquele desconto para quem comprar antecipado na Casa da Traça. <br> <br>Serviço:<br>Baile da Laje na Saldanha<br>Data: 23 de Março - sábado – a partir das 18h<br>Local: Saldanha | Av. Pe. Cacique 1355, Porto Alegre, Rio Grande do Sul<br> <br>1º Lote<br>Valor: 20,00<br> <br>2º Lote<br>Valor: 30,00<br> <br>3º Lote / Na Hora <br>Valor: 40,00<br> <br>*Apoiadores: Valor: 15,00  para os primeiros 100 compradores, após R$ 20,00<br>Apenas compra antecipada. Compra exclusiva na Casa da Traça (apenas mediante documento, intransferível)  ","[""Theater"",""Samba music"",""African music""]",https://www.facebook.com/events/2288728288048305,praieiro,festa,,
Flash Tattoo - Power Girls,"Rua Giordano Bruno 291, 90420150 Porto Alegre","[""2019-03-08 01:00:00""]",Cadê Amélia,"[""Cadê Amélia""]","Vem ai a 2º Edição do Flash Tattoo Dia da Mulher.  <br>Vamos comemorar juntas esse dia tão especial!<br>Sexta-feira, dia 08/03 a partir das 13h, esperamos vocês com muita coisa bacana e muita tatuagem e piercing.<br>Tatuadoras:<br>- Karime Ferran<br>- Lize Schmidt<br>- Karen Techi<br>PIercing<br>- Carla Dani De Cesaro<br>Confirma presença aqui no evento pra saber de tudo em primeira mão. <br>- 🎨 Desenhos a partir de R$ 100,00.<br>- 🍺 Cerveja artesanal da <br>. Com eles o Happy Hour tá garantido!<br>- 🍔🍟Hamburguer <br>REGULAMENTO DO EVENTO: <br>* Desenhos disponíveis no estúdio, na Giordano Bruno 291<br>* Pagamento em dinheiro, cartão de débito ou crédito.<br>* Permitido que a cliente traga a sua imagem para tatuar, desde que seja até 7cm e a mesma passará por avaliação antes do procedimento. <br>* Valores únicos: de 100,00 a 350,00<br>* NÃO será tatuado dedo, costela e partes íntimas;<br>* As tattoos serão feitas por ordem de chegada e entregues fichas a partir das 13h.<br>* Menores de idade, a partir de 16 anos, somente com autorização dos pais.<br>* Não serão tatuados homens.","[""Art"",""Kid Friendly""]",https://www.facebook.com/events/243166149948057,,,,
Saint Patrick Days da CB (Cidade Baixa),90050-340 Porto Alegre,"[""2019-03-16 10:00:00""]",Cidade Baixa - POA,"[""Cumbia na Rua - Bailando sin Fronteras"",""Parrhesia RADIO WEB"",""Instituto Parrhesia Erga Omnes"",""CRAZY WORLD ARTS""]","🍺🍻💚💚💚 Bora bebemorar o Saint. Patrick Days da CB (cidade baixa), com muita alegria, diversidade e principalmente criatividade, e muito amooooô 💚💚💚🍺🍻<br>🍀🍀🍀🍀Trevo de quatro folhas por que nóis🍀🍀🍀🍀<br>🍺🍻💚💚💚Inspirados nos duendes irlandeses,  e em busca do pote de ouro no fim do arco íris, estamos bolando uma confraternização que nos leve em uma viagem no tempo💚💚💚🍺🍻.<br>🍺🍻💚💚💚 Na Irlanda , o St. Patrick's, dedica o dia 17 de março ao Padroeiro do País. A data marcaria a morte de St. Patrick, Britânico que na juventude teria sido escravizado na Irlanda, no entanto mesmo após ter conseguido escapar da escravidão e voltado a sua cidade natal, ele retornou às terras irlandesas com a missão de propagar o cristianismo na região.💚💚💚🍺🍻<br>🍺🍻💚💚💚 Nóisssss por aqui somos a favor do livre arbítrio, entre Estado laico e o paganismo,  somos a favor de potencializar a Cultura da Cerveja Artesanal, entonces 🍀🍀🍀🍀Trevo de quatro folhas pra desejar bons ventos a todxs🍃🍃🍃....💚💚💚🍺🍻<br>🍺🍻💚💚💚Entonces convocamos todxs os Clãs... humanxs, duendes, anjxs e demonixs a confraternizar com nós e participarem das brincadeiras e atividades.💚💚💚🍺🍻<br>🍺🍻💚💚💚 A iniciativa visa proporcionar cultura e diversão a comunidade da  capital, na quebrada da Cidade Baixa, que por si só é o bairro mais boêmio do portinho.💚💚💚🍺🍻<br>Bora okupar as ruas!!!<br>Liga xs migxs e vem com nóisssss!!!<br>Salva Craft Beer<br>Nazca Cervejas Místicas<br>ATRAÇÕES CONFIRMADAS:<br> e Douglas<br>Dee <br> Vee Jay <br>💃🏾🕺🏾☘🍀🍃🍂🍔🍕🍸🍷🥂🍻🍺☕🎸🥁🎼🎹🎺🎷🎬🎧🎤🚲<br>Boraaaa......que a CB é o bairro mais bohemio e que mais movimenta a cena dos  das brejas.... e nóis somxs os mais rolezeirxssssss....<br>Entonces sin bora pro Saint Patrick Days da CB (Cidade Baixa)<br>E motivos pra beber não nos falta liga xs migxs e bora se emborrachar. Vão ser mais de 30 horas de evento. mais de 40 torneiras...<br>Vai ter Chopp verde pra combinar.... com  a decoração.... vai ter Chopp de litro pra ver quem bebe mais rápido.<br>Vai ter boa musica, e gente linda....<br>Bora se divertir..... e muito importante... se liga nas #tag<br>#vemdeboas<br>#respeitaasmina<br>#diversidadecultural<br>#cuidedoseulixo<br>#preserveosespeçosokupados<br>Links relacionados:<br> <br>Histórico...","[""Art""]",https://www.facebook.com/events/572650759864958,praieiro,festa,,
Colours 10 Anos com Joris Voorn,"Rodovia RS 122, Km 67, 250, 95115-220 Caxias do Sul","[""2019-04-13 11:00:00""]",Jockey Clube Multieventos,"[""Colours"",""Fly by Night"",""Fran Bortolossi""]",A celebração dos nossos 10 anos já tem data marcada: na noite de 13 de abril vamos festejar uma década intensa juntos! Save the date e prepare-se: vai ter DJ internacional estreando no Rio Grande do Sul. Fique ligado para as novidades que vamos anunciar nos próximos dias!,"[""Music""]",https://www.facebook.com/events/2226829404245811,,,,
YES 18 anos! #agorapode,"Rua Torbjorn Weibull, 1581, Bairro Timbaúva, 95780-000 Montenegro, Rio Grande do Sul","[""2019-04-06 11:30:00""]",Clube Grêmio Gaúcho,"[""Bloco Yes""]","YES 18 anos! <br>Sensualize, beba quanto quiser e comemore até de manhã nos 18 anos do bloco YES!<br>Maior de idade pode (quase) tudo! E este ano o YES vai fazer o maior evento de toda sua existência! Atração principal inédita, estrutura diferenciada e novo local... em 2019 vamos subir de patamar! Afinal 18 anos não se faz todo dia!<br>Siga @oficialblocoyes e concorra a ingressos 🎟 e brindes especiais 🧢<br>Presenças ilustres, direto do aniversário do Neymar para o YES:<br>- Leo Moura cover<br>- Gabriel Medicina<br>- Carol Macgyver<br>- Pareci Hilton<br>- Mbappé e Mbammão<br>- 5º Meta Tárcio (sempre quebrado);<br>- Mc Kevin vem<br>- David Paraguay<br>- Ana Maria do Brick Braga<br>- Guilherme da Silva Boulos<br>- Jesus Aldana Luz<br>- Nego do Bordéu<br>- Guto Safadão<br>- Douglas de Costas<br>- Aquaman-tos<br>- Homens-aranhas<br>- Mulher Maravilhada<br>- Pelé do Bazar<br>- Negão da Piroca<br>:: INGRESSOS ::<br>LOTE PROMOCIONAL LIMITADO<br>R$ 100,00 (ESGOTADO)<br>1º LOTE<br>R$ 130,00<br>:: PROMOTERS YES ::<br>Paulo Canani :: +55 51 997673162<br>Julio Cesar Avila :: +55 51 983440853<br>Ana Paula Motta :: +55 51 991433105<br>Aninha Mottin :: +55 51 981688635<br>Victória Wovst Dutra  :: +55 51 998927361<br>Júlia Gonçalves de Azevedo :: +55 51 983125357<br>Taís Altenhofen :: +55 51 998981710<br>Ana Amélia Oliveira :: +55 51 999189231<br>Giorgiana (Jojo) :: +55 51 984217820<br>Eduardo da Rosa Klunck :: +55 51 99679-3602<br>Daniel Panno :: +55 51 98044-7812<br>Enzo Carlo Lutz :: +55 51 99315-5533<br>Suelen Caroline Kaminski :: +55 51 99923-6317<br>Eduarda Marques Pimentel :: +55 51 99843-8982<br>Guilherme Goelzer Padilha :: +55 51 99501-7230<br>Lauren Helena de Marques Silveira :: +55 51 99506-2910<br>Matheus Domingos :: +55 51 99342-5406<br>Vítor Augusto de Azevedo :: +55 51 98153-6382<br>:: PONTOS DE VENDA ::<br>DURUDI BUFFET - MONTENEGRO / RS<br>FLORICULTURA MOTTIN - MONTENEGRO / RS<br>LA PADOCA - MONTENEGRO / RS<br>LOJA PRATA - CARLOS BARBOSA<br>GURI GURIA BENTO GONCALVES - BENTO GONÇALVES / RS<br>GANG CACHOEIRINHA - CACHOEIRINHA / RS<br>GANG CANOAS SHOPPING - CANOAS / RS<br>GANG CAPAO DA CANOA - CAPÃO DA CANOA / RS<br>GANG CENTRO - CAXIAS DO SUL - CAXIAS DO SUL / RS<br>GANG PRATAVIERA - CAXIAS DO SUL - CAXIAS DO SUL / RS<br>ACADEMIA PRIME FITNESS - FARROUPILHA - FARROUPILHA / RS<br>BOARDSTORE - FARROUPILHA - FARROUPILHA / RS<br>GANG GRAVATAI - GRAVATAÍ / RS<br>GANG GUAIBA - GUAÍBA / RS<br>GANG LAJEADO - LAJEADO / RS<br>FRANKO MODA MASCULINA - NOVA PRATA / RS<br>GANG NOVO HAMBURGO BOURBON SHOPPING - NOVO HAMBURGO / RS<br>GANG BARRA SHOPPING SUL - POA - PORTO ALEGRE / RS<br>GANG BOURBON WALLIG - POA - PORTO ALEGRE / RS<br>GANG OTAVIO ROCHA - POA - PORTO ALEGRE / RS<br>GANG PRAIA DE BELAS - POA - PORTO ALEGRE / RS<br>GANG SHOPPING IGUATEMI - POA - PORTO ALEGRE / RS<br>GANG SHOPPING LINDOIA - PORTO ALEGRE / RS<br>GANG SHOPPING TOTAL - POA - PORTO ALEGRE / RS<br>GANG SAO LEOPOLDO BOURBON SHOPPING - SÃO LEOPOLDO / RS<br>GANG TRAMANDAI - TRAMANDAÍ / RS","[""Party""]",https://www.facebook.com/events/2185589431704592,,,,
6° Carnaval da Ziriguidum na Cidade Baixa,"Praça Garibaldi, 90050-020 Porto Alegre","[""2019-03-10 03:00:00""]",Praça Garibaldi,"[""Ziriguidum - Batucada Social""]","Vai ter ZIRI na Cidade Baixa meu povo!!  <br>Dia 10 de março a gente vai se reencontrar pra fazer uma festa linda com muita música e alegria, ao som da BATERIA GUERREIRA DA ZIRIGUIDUM!<br>Este ano vamos ter muitos convidados especiais, além de um aquece de primeira antes da saída do nosso querido bloco.  A gente vai divulgando essas informações na sequência.<br> <br>A saída vai ser ali na Praça Garibaldi, entre a José do Patrocínio e a Érico verissimo, e em breve a gente posta um mapa do percurso, pra ninguém perder a Ziri pelo caminho.<br>VAI SER LINDO!","[""Music""]",https://www.facebook.com/events/2216000005125122,praieiro,festa,,
Arrastão Turucutá 2019,null,"[""2019-03-17 03:00:00""]",null,"[""Turucutá""]","Ser um bloco independente em Porto Alegre é tarefa complexa.<br>Por um lado conseguimos captar todo o dinheiro necessário para garantir uma baita infraestrutura para colocar o bloco na rua através de um financiamento coletivo com colaboração exclusivamente do nosso público. ♥<br>E, apesar de uma maior popularização da cultura dos blocos de carnaval em Porto Alegre, o município se junta a empresas privadas para delimitar e regrar a organicidade dos blocos. <br>Carnaval é uma construção feita pelas pessoas, onde cultivamos e criamos nossas estorias e nossa cultura. <br>A sorte é que já faz 11 anos que a Turucutá sabe que fazer carnaval é resistir. Em paralelo com o abandono do carnaval das escolas de samba, com as políticas todas voltadas para o lucro do empresário e com as normas que fazem com que cada vez sintamos a cidade menos nossa, a Turu batalha também para poder colorir as ruas de vermelho e verde no dia 17 de março, data do nosso 11º aniversário.<br>Com a ajuda de cada membro da nossa gigante família turucuteira a gente já sabe que não tem erro: o bloco estará na rua com toda a estrutura para garantir uma festa democrática e popular. Esperamos você para juntos, mais uma vez, sermos resistência.","[""Party"",""Kid Friendly"",""Samba music""]",https://www.facebook.com/events/2187038308212898,praieiro,festa,,
