organizers,address,datetimes,description,event_url,categories,name,place,label,label_b,label_c,label_d
['SAEC - Simpósio Acadêmico de Especialidades Cirúrgicas'],,"['2019-03-30 08:30:00', '2019-03-31 09:00:00']","SIMPÓSIO ACADÊMICO DE ESPECIALIDADES CIRÚRGICAS - SAEC<br>                 "" 30 e 31 de março de 2019""<br>   O simpósio tem como objetivo expor assuntos sobre as diversas carreiras cirúrgicas, abordando questões como residência médica, o dia a dia do profissional bem como suas principais atuações.<br>   O evento é direcionado a acadêmicos com intuito de auxiliar-los na escolha de sua futura especialidade.<br>   Nos dois dias de simpósio, contaremos com a presença de consagrados médicos cirurgiões de diversas áreas.<br>LOGO MAIS INFORMAÇÕES!!",https://www.facebook.com/events/390746375000999,['Health'],Simpósio Acadêmico de Especialidade Cirúrgicas,,,,,
['Bar Furlan'],"RUA DELFINO CINTRA,539, 13020-100 Campinas, Sao Paulo",['2019-01-16 07:30:00'],"Fala família!! 💚💙<br>Estamos voltando com tudo para os primeiros treinos do ano e nada melhor do que separar um tempo pra reunir nossa família depois das férias ao melhor estilo medpuccamp e com muito sanduíche de pernil de cortesia!<br>Além disso, estaremos entregado a nossa mais nova edição do Samuca para quem estiver presente!<br>📅 Data: 16/01/2019 (quarta-feira)<br>⏰ Horário: 19h30 ou depois do seu treino<br>📍Local: Bar Furlan (Rua Dr. Delfino Cintra, 539, Botafogo) <br>💵 Será cobrado um valor de R$10 pela entrada ",https://www.facebook.com/events/228967584677665,,Bar Volta aos Treinos,Bar Furlan,,,,
['Curral Eventos'],"Rua Major Ataliba José da Cunha, 1213, 38190-000 Sacramento, Minas Gerais",['2019-01-18 09:30:00'],Curral Eventos apresenta:<br> <br> *Especial Bruno & Marrone*<br>Vamos começar o ano com o pé direito!?  <br>vêm aí mais um Especial com a <br> !! ✅<br>Dia 18/01 partir das 21:30 horas. <br>Pontos de venda: <br>• Sabor de Minas<br>•Reserva de mesas com Rodrigo Aguiar (034) 9 8417-8701<br>Convites e mesas limitados! ❌<br> <br> <br> ,https://www.facebook.com/events/321523555369719,,Especial Bruno e Marrone (Banda Capiau),Curral Eventos,,,,
"['ticket360', 'Gingamais']","Av. Francisco Matarazzo, 694, 05001-000 São Paulo, Brazil",['2019-01-15 10:00:00'],"A temporada do <br> está de volta e pra começar com chave de ouro, nada melhor do que:<br>- <br>- <br>- <br>Vai ficar de fora? Não, né?!<br>Garanta já seu ingresso em <br>Nos vemos na pista! ;)",https://www.facebook.com/events/367240360508122,['Dance'],"TamuJunto com Turma do Pagode, Belo e Livinho",Audio,,,,
['Festas Poços'],"Avenida Alcoa, 1505, 37706-178 Poços de Caldas",['2019-02-15 08:00:00'],"Itaipava Apresenta :  <br>Ferrugem em Poços de Caldas - 15/02/2019<br>Simmm!! É verdade!!! O fenômeno do samba aterrissa em Poços de Caldas em 2019!!!<br>No dia 15 de fevereiro de 2019, na Hípica Chácara Flora você não pode perder esse grande evento, exclusivo e diferente de tudo que você está acostumado a ver!<br>🔺Além do show do Ferrugem, teremos mais 2 atrações. Confira o cronograma do evento :<br>20:00h - Abertura dos Portões <br>21:00h - Grupo Daquele Jeito<br>22:15h - Douglas e Vinicius<br>00:15h - Ferrugem<br>🔺Conheça nossos setores exclusivos e completos:<br>- Imperial Lounge: o espaço com o maior glamour do evento, espaço reservado para mesas e bistrôs, com atendimento diferenciado, garçons, banheiros premium exclusivos, cardápio completo com o que há de melhor para seu conforto. Um novo conceito para Poços e região!!! <br>- Camarote Imperial: o conceito que vem conquistando o público por onde passa, chega com seu Open Bar para oferecer uma estrutura e atendimento impecável!<br>- Premium: um setor com banheiros exclusivos, praça de alimentação completa e com o melhor custo benefício para você!!<br>🔺SETORES E VALORES - 1º LOTE<br>• Camarote Imperial (Open Bar) - R$ 100,00<br>• Lounge Imperial - mesas de 4 pessoas - <br>R$ 400,00 ( R$ 100,00 por pessoa )<br>• Premium - R$ 40,00 ( meia - entrada )<br>🔺PONTOS DE VENDA:<br>Poços de Caldas :<br>- Silverado Cowboy Shop<br>Espírito Santo do Pinhal :<br>- Escritório HJR<br>Caconde : <br>- Sport Stância<br>- Padaria da Glória<br>São João da Boa Vista :<br>- Zav Modas<br>Andradas :<br>- Seu Oliva<br>Divinolândia :<br>-Empório Sapecado<br>São Sebastião da Grama :<br>- Primos Presentes <br>Tapiratiba :<br>- Café Dona Rê<br>Guaxupé :<br>- Banca Martins <br>São José do Rio Pardo :<br>- RJK Viagens e Turismo<br>Não dá pra perder né?!<br>VENDAS ONLINE - GuichêWeb (<br>)<br>Em breve, mais pontos de vendas em toda a região!<br>Realização - Grupo HJR e Eventos Poços<br> <br> <br> <br> <br> <br> ",https://www.facebook.com/events/352573425504247,['Party'],Ferrugem - Poços De Caldas,Hípica Chácara Flora,,,,
"['ticket360', 'Gingamais']","Av. Francisco Matarazzo, 694, 05001-000 São Paulo, Brazil",['2019-01-22 10:00:00'],"A temporada do <br> pega fogo com:<br>- Thiaguinho<br>- Gaab<br>- DJ Guuga<br>Vai ficar de fora? Não, né?!<br>Garanta já seu ingresso em <br>Nos vemos na pista! ;)",https://www.facebook.com/events/380186106122217,['Dance'],"TamuJunto com Thiaguinho, Gaab e DJ Guuga",Audio,,,,
['Bee House Entertainment'],"5230  Rua Aristides Gallo, 15502025 Votuporanga",['2019-03-01 06:00:00'],O melhor CARNAVAL do estado de São Paulo junto com a melhor Pool Party de Votuporanga SP. Não perca tempo e venha conhecer o mundo mágico de Oba Festival. 💛🐝,https://www.facebook.com/events/316991915768414,['Party'],Bloco Oba 2019,Clube dos 40,,,,
"['Carrossel de Emoções', 'ticket360', 'MAKER', 'Versão Brasileira']","Av. Francisco Matarazzo, 694, 05001-000 São Paulo, Brazil",['2019-02-02 10:00:00'],"★ SÁBADO 02 DE FEVEREIRO NA <br> ★ <br>Senhoras e Senhores, estamos falando de paixão nacional, e quando fala-se em paixão nacional, não me entendam mal, não estamos falando de futebol. <br>🎉🎊❣ ESTAMOS FALANDO DE PRÉ-CARNAVAL!!! 🎉🎊❣<br>Vem aí a sexta edição do projeto <br> , fazendo o melhor <br> de <br> na <br>!<br>Shows:<br> 💃<br> 💃<br>Nos intervalos:<br>💃<br>★ PAÍS TROPICAL (CAMAROTE OPEN BAR) 🎉🎊<br>Um espaço originalmente brasileiro, com muita cerveja gelada, uma deliciosa Mesa Finger Foods e uma decoração inspirada no clima e na música brasileira!<br>★ Bebidas<br>- Água<br>- Refrigerante (normal e diet)<br>- Suco<br>- Cerveja<br>- Vodka<br>- Capirinha de frutas (vodka e cachaça)<br>★ Foods (sistema rodízio)<br>- Pastelzinho de queijo com orégano<br>- Pastelzinho de carne com azeitonas<br>- Coxinha<br>Local: <br>Av. Francisco Matarazzo, 694 - Água Branca, São Paulo - SP<br>Informações: (11) 3862-8279 / (11) 3675-1991 / <br>Horário de funcionamento das bilheterias: segunda a sábado das 13h às 20h. <br>Camarotes Privativos: robson@audiosp.com.br / 3862-8279<br>Abertura da casa: 22h00<br>Início do 1º show: 00h00<br>Realização: #Audio / Agência <br>Classificação: 18 anos<br>Menor de idade somente acompanhado com os pais ou responsável legal, mediante ao termo de autorização assinado pelo pai ou mãe e reconhecido firma em cartório.<br>(solicitar termo em sac@audiosp.com.br)",https://www.facebook.com/events/1929023857204619,"['Music', 'Party game', 'Concert']",Pré-Carnaval Versão Brasileira com Jammil e Carrossel de Emoções,Audio,,,,
['Vitinho'],"Rua Cardeal Arcoverde , 2899 - Pinheiros, 05408-003 São Paulo, Brazil",['2019-01-12 10:00:00'],Belo e Vitinho pela primeira vez juntos no Carioca Club Pinheiros !<br>02 shows completos ! Imperdível !,https://www.facebook.com/events/334626620459555,['Music'],Belo e Vitinho no Carioca Club,Carioca Club Pinheiros,,,,
"['ticket360', 'Gingamais']","Av. Francisco Matarazzo, 694, 05001-000 São Paulo, Brazil",['2019-02-05 10:00:00'],"A temporada do <br> pegando fogo e tarzendo nada mais nada menos que o Baile do Poderoso e todo seu bonde pesadão:<br>- Belo<br>- Pixote<br>- Don Juan<br>- G15<br>- Davi<br>- Kevin<br>- Hariel<br>- Neguinho do kaxeta<br>- Bruninho<br>- Kapela<br>- Bola<br>- Gw<br>- DJ Guga<br>Vai ficar de fora? Não, né?!<br>Garanta já seu ingresso em <br>Nos vemos na pista! ;)",https://www.facebook.com/events/2923887787636780,['Dance'],TamuJunto apresenta Baile do Poderoso,Audio,,,,
['Festa do Peão de Guaíra'],"Avenida Gabriel G Leal, 2600, 14790000 Guaíra",['2019-05-15 08:00:00'],Atrações confirmadas:<br>- Zé Neto & Cristiano<br>- Gusttavo Lima<br>- Chitãozinho e Xororó <br>- César Menotti & Fabiano<br>- Roby e Thiago<br>E muito mais!! <br>Em breve mais informações! <br> <br> <br> ,https://www.facebook.com/events/511850632639502,['Party'],Festa do Peão de Guaíra,Festa do Peão de Guaíra,,,,
['Morada du Capiau'],"Avenida Rio Amazonas, 14406-010 Franca, Brazil",['2019-01-21 08:30:00'],"Confira os pontos de venda:<br>-Salomão a Casa do Chapéu (Av. Pres Vargas, 356)  <br>-Chic 10 Lanches (Av. Chico Júlio 2741) <br>-Dr. Farol (Av. Rio Branco, 160) <br>1ºLOTE PROMOCIONAL: R$20,00 (Até dia 10/01)",https://www.facebook.com/events/516879708818136,['Party'],Segunda Feliz com Marciano,Morada du Capiau,,,,
"['Carnaval na Cidade', 'Fishfire', 'Carvalheira']",01000-000 to 19990-000,"['2019-03-02 12:00:00', '2019-03-03 12:00:00', '2019-03-04 12:00:00']","➜ Carnaval na Cidade • São Paulo - 2019 <br>➜ 02, 03 e 04 de março<br>➜ OPEN BAR<br>➜ Vendas: <br>CAR – NA – VAL 🎉<br>Mal acaba e já estamos contando os dias para o próximo.<br>Cada canto do país festeja do seu jeitinho único. Salvador, Rio de Janeiro, Olinda...<br>Sambamos sem saber, cantamos pra todo mundo ouvir, saímos pelas ruas e celebramos a vida!<br>Mas peraí… E o Carnaval de São Paulo?<br>SP é mistura, é diversidade!<br>Variedade de sorrisos, histórias, pessoas, cidades, ritmos e culturas.<br>O mais maravilhoso do nosso Carnaval é que não temos uma cara, somos uma mistura de todas!<br>Por isso vamos abraçar a combinação disso tudo para colorir a Cidade com a nossa folia. <br>Sacudindo os prédios e as ruas, criamos um verdadeiro CARNAVAL NA CIDADE.<br>São Paulo é o mais novo destino de Carnaval do País!<br>Vamos juntos fazer história?<br>CARNAVAL NA CIDADE 🎉🏙<br>🗓 2, 3 e 4 de Março <br>⌚12h00 - 22h00<br>🍹OPEN BAR PREMIUM:<br>➜ Cerveja Skol<br>➜ Vodka Premium<br>➜ Carva<br>➜ Whisky 12 anos<br>➜ Gin<br>➜ Refrigerante<br>➜ Tônica<br>➜ Água<br>🎉 PROGRAMAÇÃO:<br>👉 Sábado - 02/03<br>🎵 Dennis DJ<br>🎵 Gustavo Mioto<br> … e mais<br>👉 Domingo - 03/03<br>🎵 Alok<br>🎵 Atitude 67<br>🎵 Bruninho & Davi<br>… e mais<br>👉 Segunda - 04/03<br>🎵 Anitta<br>🎵 Matheus & Kauan<br>🎵 Goldfish<br>… e mais<br>🎟 INGRESSOS 🎟<br> <br>📲 Vendas online ABERTAS: <br>🎟 Inbox: <br>—————————————————<br>® Realização:<br>Fishfire<br>Carvalheira<br>@ÁudioMIX <br>📱No Instagram:<br>@CarnavalNaCidade<br>@FishfireIdeas<br>@Carvalheira<br>@AudioMix_<br>Evento para maiores de 18 anos.<br>Se for dirigir, não beba.",https://www.facebook.com/events/501071140717637,['Party'],Carnaval Na Cidade • São Paulo 2019,São Paulo,,,,
['Bloco Nuinteressa'],,['2019-02-23 01:57:00'],"Vem aí o mais tradicional e charmoso Bloco Pré-Carnavalesco de São Paulo com 100% dos foliões fantasiados!<br>Em seu 15º ano nas ruas da Vila Madalena, o NU'INTERESSA vem com o tema ""Alice no País do NuInteressa""!<br>O bloco se reúne e sai do mesmo lugar em que se encontra todos os anos: na Rua Filinto de Almeida, 50 (atrás do Fórum de Pinheiros).<br>****INFORMAÇÕES IMPORTANTES***<br>Em 2019, assim como nas últimas edições do NÚ, teremos FANTASIAS e não camisetas. As fantasias dessa folia foram inspiradas no tema do ano ""Alice no País das maravilhas"" : ALICE, CHAPELEIRO, COELHO MALUCO e RAINHA DE COPAS.<br>As vendas serão feitas APENAS online.<br>Serão 4 fantasias à disposição dos foliões.<br>Para criar novamente o clima de mistério no bloco, os foliões retirarão as fantasias em locais à serem definidos. As fantasias não terão distinção de gênero. Ou seja, na hora da compra não haverá opção de escolha de uma fantasia em específico e tudo será uma grande SURPRESA.<br>*****PARA OS QUE ADERIREM O KIT TEREMOS OPEN BAR das 13h57 AS 15:59*****<br>Junto com o kit fantasia, também irão receber 5 fichas de cerveja/água para o PÓS open bar. <br>Não haverá troca de fantasias, deixamos claro também que a sua fantasia será retirada uma semana antes do bloco em locais à serem definidos. <br>Chegue cedo para poder esquentar o tamborim e desfrutar de ativações surpresas.<br>O número de Fantasias é extremamente limitado, não perca tempo e garanta logo a sua!<br>--------------------------------------<br>..:: Data ::..<br>23 de fevereiro de 2019<br>..:: Local ::..<br>R. Filinto de Almeida, 50 - Vila Madalena, SP - São Paulo<br>..:: Horário ::..<br>A partir das 13:57<br>..:: Valores ::..<br>---> Lote Promocional: R$ 115,00 OPEN BAR até as 16H.<br>---> Primeiro Lote:        à definir.<br>--------------------------------------<br>---> Para contatos favor entrar em contato com o Rafael: 011 9.9492.0110<br>--------------------------------------<br>..:: PONTOS DE VENDAS ::..<br>---> Estamos vendendo apenas online, com o folião retirando a sua fantasia uma semana antes do bloco.<br>_______<br>..:: POUCOS ESTACIONAMENTOS NA REGIÃO, VÁ DE TÁXI, UBER, METRÔ, ÔNIBUS, etc.<br>..:: NÃO É PERMITIDO O CONSUMO DE BEBIDA ALCOÓLICA PARA MENORES DE 18 ANOS ::..<br>..:: COMPREM OS KITS APENAS ONLINE, NÃO NOS RESPONSABILIZAMOS POR KITS COMPRADOS FORA DO MEIO INDICADO !!! ::..<br>..:: REALIZAÇÃO E PRODUÇÃO ::..<br>BLOCO PRÉ CARNAVALESCO NU'INTERESSA<br>Saudações Foliões,<br> <br> <br> <br> <br> <br> <br> ",https://www.facebook.com/events/687767304942238,['Party'],Bloco Nuinteressa 2019 à fantasia - Alice no País do Nuinteressa,,,,,
['Praça Edgard Hermelino Leite'],"Praça Edgar Hermelino Leite, 10-82 - Itaim Bibi São Paulo, 04546-100, 04546-100 São Paulo, Brazil",['2019-03-10 03:00:00'],"E lá vem o Síndico mais uma veeeeeez!<br>Está chegando a hora de mais um grande carnaval paulistano. E o Síndico mais famoso do Brasil, com sua bateria empolgante, vem cheio de energia boa para alegrar seus condôminos!!! <br>Já tem data, hora e local do desfile oficial. <br>Confirme sua presença, prepare sua fantasia e convide seus amigos. <br>Nos vemos na avenida!!!<br>Ahh e fiquem de olho também na programação das apresentações do pré-carnaval, em Janeiro já começam os eventos.<br>Você não vai querer perder essas reuniões! :)<br>EVENTOS 2019<br>11 de Janeiro - Traço de União<br>31 de Janeiro - Vila Seu Justino<br>22 de Fevereiro - Traço de União<br>28 de Fevereiro - Vila Seu Justino",https://www.facebook.com/events/1633993800033519,['Party'],Bloco do Síndico 2019,Praça Edgard Hermelino Leite,,,,
"['Bloco Do Sargento Pimenta', 'Oficina de Alegria']",,['2019-02-23 11:00:00'],"Galera de São Paulo, taí o que vocês queriam! Dia 23 de fevereiro, sábado, acontece nosso desfile de rua na capital paulista, organizado pela <br>. <br>Local: Av. Faria Lima, próximo da Juscelino Kubitschek<br>Horário: 11h",https://www.facebook.com/events/520804465074562,['Music'],Desfile do Bloco do Sargento Pimenta em SP,,,,,
"['Nada Somos', 'Forrozeiros de Franca']","R. Cap. Zéca de Paula, 778, 14400-160 Franca, Brazil",['2019-01-12 06:00:00'],"Venha se divertir e dançar muito Forró e Xote com os <br>.<br>A <br> será o palco de um Sábado muito animado e dançante com a Gravação do Clipe ""A Sorte é Cega"", trabalho musical do <br>. Venha se divertir e dançar muito Xote e Forró Pé de Serra, aquele pra dançar bem agarradinho.<br>Traga seus amigos e a família, espaço ""Kids Friendly"".",https://www.facebook.com/events/551212558676171,"['Art', 'Kid Friendly', 'Forró']",Forró Pé de Serra na Confra,Confraria Cult,,,,
"['Bloco Que Casar Que Nada', 'Bateria 13 FMU', 'Poppin']","Av. Marques de São Vicente  412   Barra Funda, 01139-000 São Paulo, Brazil",['2019-02-09 10:00:00'],"BLOCO QUE CASAR QUE NADA <br>Ingressos no link > <br>Casar? Tô fora! Pego meus 10 crush e vou embora ♥ <br>Esta chegando mais uma vez o maior OPEN BAR de carnaval de São Paulo ♥ <br>Top DJs, bateria de carnaval, tequileiras, dançarinas, muita tequila na boquinha, shots de ponta cabeça, muita musica pra rebolar e muitas outras surpresas. <br> ♥<br>PREPAREM SUAS FANTASIAS <br>O CARNAVAL ESTA CHEGANDO ♥<br>Preparamos um local incrível com uma estrutura completa de som iluminação e OPEN BAR <br>O bloco que casar que nada foi um dos maiores blocos de São Paulo em 2018 com mais de 4 milhoes de pessoas em envolvimento <br>Já comprem suas purpurinas, tirem as fantasias do guarda roupa, mandem aquele whats pros crush e se preparem porque já é CARNAVAL! <br>▬▬▬▬▬▬ SERVIÇO ▬▬▬▬▬▬<br>### INGRESSOS ONLINE ###<br>1° Lote 60$ (Limitados 800 unidades) Link > <br>2° Lote 70$ (Limitados)<br>3° Lote 80$  <br>TEREMOS INGRESSOS NO DIA DO EVENTO NA PORTARIA TBM<br>Quem nao conseguir comprar antecipado teremos venda na hora tbm, os valores e disponibilidade vai depender da lotação da casa. (sujeito a lotação máxima) compre antecipado para garantir!<br>Pagamento em Boleto, Cartão de Crédito (Em até 12x) ou Débito<br>Não precisa imprimir, pode levar o ingresso no celular.<br> Aniversariantes do mês pagam um preço especial. Para mais informações envie msg na pagina do  evento.<br>▬▬▬▬▬▬ LOCALIZAÇÃO ▬▬▬▬▬▬<br>Estação Marques evento (Ao Lado do metro)<br>Av. Marques de São Vicente 412 Barra Funda<br>01139-000 São Paulo <br> <br>▬▬▬▬▬▬ ATRAÇOES ▬▬▬▬▬▬ <br>Line UP <br>Bateria 13 FMU<br>Anitta (cover)<br>Lucas Aurelio<br>Julia Bueno<br>Léo Hastings<br>Maurício Miguel<br>(+surpresas em breve)<br>Oque toca no nosso BLOCO?<br>Muita Musica Brasileira, muito carnaval, funk, eletro e toda a mistura que é nosso BRASIL. <br>▬▬▬▬▬▬ OPEN BAR (Até 06h) ▬▬▬▬▬▬<br>⋗ CERVEJA<br>⋗ Catuaba Original Selvagem <br>> Gyn Tonic (SYN)<br>⋗ Vodkas<br>⋗ VDKs sabores<br>⋗ HI-FI<br>⋗ Refrigerantes<br>⋗ Sucos<br>⋗ Água*<br>+Drinks Derivados<br>▬▬▬▬▬▬ RANDOM SHOTS ▬▬▬▬▬▬<br>⋗ Tequilas<br>⋗ Absinto <br>⋗ Jagermeister<br>⋗ Jack<br>▬▬▬▬▬▬ ATIVAÇOES ▬▬▬▬▬▬<br>⋗ Beer Bong<br>⋗ Beer Pong<br>⋗ Tabacaria <br>⋗ Flash Tattoo<br>⋗ Tequileiras<br>⋗ Chuva de glitter <br>▬▬▬▬▬▬ PROMOÇÕES ▬▬▬▬▬▬ <br>Instagram<br>@blocoquecasarquenada <br>Produção: Lucas Aurelio<br>Direção Artística: Léo Hastings<br>▬▬▬▬▬▬ IMPORTANTE ▬▬▬▬▬▬ <br>→ Evento apenas para maiores de 18 anos<br>→ Obrigatório apresentar documento com foto oficial, original e atual<br>✓ Chantilly, caldas e bebidas exóticas liberados<br>✓ LGBTfobia é intolerável e dá expulsão<br>✓ Respeita as mina, as mona e os mano<br>✓ Ingressos online impressos ou no celular  <br>✓ Prefira roupas leves & calçados fechados  <br>✓ Ao ver alguém passando mal, ofereça ajuda <br>✓ Respeite o espaço e a decisão do próximo, não é não <br>✓ Beba água, hidrate-se <br>✓ FIQUE LOUCO com consciência<br>• Chapelaria R$ 10<br>• Cartões: Mastercard, VISA, ELO, AMEX, DINNERS (Crédito), Maestro (Mastercard), VISA Electron, ELO (Débito). NÃO aceitamos cheques e/ou vale/ticket refeição.<br>Estacionamentos na região.<br>Se beber use Táxi, Uber, Cabify. Preze pela sua vida, segurança e a dos outros também.<br> No rolê respeite geral, preconceito e discriminação não serão tolerados. Procure staffs da festa ou a segurança da casa caso presencie ou passe por alguma situação negativa ",https://www.facebook.com/events/327242681441592,['Party'],Bloco Que Casar Que Nada,Estação Marquês - Eventos,,,,
['Bloco Tarado Ni Você'],,['2019-03-02 11:00:00'],"GENTE É PRA BRILHAR!<br>É mais que um grito de carnaval, é uma urgência de ação para revelar nosso poder! Brilhamos, reluzimos, refletimos.<br>Brilhar para ofuscar o ódio, a raiva, o preconceito. <br>Brilhar para iluminar o amor, a alegria, a esperança.<br>Em 2018 profanamos e jorramos o leite pra lavar as ruas da cidade contra a caretice vigente. Em 2019 vamos por o bloco na rua para resplandecer, feito uma estrela, explodir supernovas de luz, contemplar o brilho de jóias raras. <br>Cada folião como uma pedra preciosa, um meteorito incandescente, um globo de espelhos refletindo e iluminando a cidade. <br>Luz para revelar tudo o que estiver na escuridão e trazer alegria, união, o amor ao próximo, a folia. Vamos nos conectar pelo brilho de cada um. Brilhar para iluminar as pontes que nos unem. Brilhar em conjunto toda uma constelação. Uma galáxia de luz e potência, um farol de felicidade.<br>É uma convocatória para que cada um encontre em si sua luz mais forte e saia com ela nas ruas da paulicéia, iluminando com o sorriso, a fantasia, a conexão. <br>Porque cada brilho é único. <br>Mas LUZ é a união de todes.<br>Gente é pra brilhar! <br>Sempre! <br>Axé! <br>Dia 2 de março de 2019<br>Avenida Pipiranga X Avenida São João, São Paulo<br>Concentração: 11h<br>Patrocínio: Amstel Brasil<br>Logo: <br>Foto: Ancar Barcalla<br>Pra ficar por dentro de todas as novidades curta nossa página no Facebook e sigo o @blocotaradonivoce no Instagram!",https://www.facebook.com/events/722566734791886,['Music'],Bloco Tarado Ni Você: Desfile Oficial 2019,Av Ipiranga x Av Sao Joao,,,,
"['Bloco Explode Coração', 'Acadêmicos do Baixo Augusta']","Rua Rego Freitas, 553, 01220-010 São Paulo, Brazil",['2019-02-15 10:00:00'],"SALVE SALVE, CORAÇÕES!<br>Preparem suas fantasias que a FESTA COMEÇOU!!!<br>Está chegando mais um CARNAVAL e nesse ano vamos abrir nossos trabalhos no Festival de Pré Carnaval do Baixo Augusta!<br>Seguimos cantando e homenageando nossa BETHA RAINHA!<br>EXPLODEEE CORAÇÃO!!! ♥ ♥ ♥<br>Programação:<br>22H :: Dj Mauricio Lima (<br>)<br>24H :: Show EXPLODE<br>01H30 :: Dj GEE (<br>)<br>Compre seu ingresso com preço promocional pelo link ou no dia do evento, mas vale lembrar que a entrada está sujeita à lotação da casa (500 pessoas). Garanta já o seu!!!<br>AXÉ!!!<br> <br> ",https://www.facebook.com/events/2303216823045306,['Party'],Bloco Explode Coração na Casa do Baixo Augusta,Casa Do Baixo Augusta,,,,
"['Acadêmicos do Baixo Augusta', 'Alê Youssef']",,['2019-02-24 02:00:00'],,https://www.facebook.com/events/519978671820286,,Grande Desfile do Acadêmicos do Baixo Augusta - 10 anos,,,,,
"['Bloco Te Amo, Mas Só Como Amigo']",,['2019-03-09 01:30:00'],"E quando você pensa que o carnaval acabou... <br>Vem aí, a melhor ressaca do carnaval de SP!<br>O bloco Te Amo, Mas Só Como Amigo vem para o seu terceiro Carnaval com a bateria mais amada dessa cidade e um repertório para não deixar ninguém parado.<br>Em 2019 sairemos em novo endereço, a Rua dos Pinheiros vai ficar pequena pra esse bloco!<br>Data: 09/03 (sábado)<br>Concentração: 13:30h<br>Largada: 14h<br>Local: Rua dos Pinheiros, 100<br>Trajeto: Descendo a Rua dos Pinheiros, com dispersão na esquina com a Rua Antonio Bicudo. <br>O resto você já sabe:<br>- Tire sua fantasia do armário! Nosso bloco vem para reforçar a tradição na farra de rua.<br>- Venha de transporte público, vamos todos nos divertir com responsabilidade.<br>- Não é clichê, beba muita água! o calor tá de matar!<br>- E como mamãe sempre diz: filha, passe protetor solar!<br>- Vamos todos cuidar do nosso lixo! Nada de largar sua latinha por aí...<br>- Respeito ao próximo é fundamental! Não é Não.<br>- Por último mas não menos importante, beba com moderação!<br>Mais uma vez vamos fechar o carnaval cheios de amor e glitter bio, mas sem confundir as coisas, é só como amigo...<br>Visite a Fanpage do bloco:<br>Fique de olho no nosso instagram:<br>@blocosocomoamigo",https://www.facebook.com/events/1570664853078231,['Party'],Bloco Te Amo Mas Só Como Amigo 2019,,,,,
